:LABEL,valid_until,country_codes,countries,node_id:ID,sourceID,name,jurisdiction_description,service_provider,jurisdiction,closed_date,incorporation_date,ibcRUC,type,status,company_type,note
Intermediary,Appleby data is current through 2014,SGP,Singapore,80096599,Paradise Papers - Appleby,M&C Services Private Limited,,,,,,,,,,
Intermediary,Appleby data is current through 2014,IMN,Isle of Man,80097425,Paradise Papers - Appleby,Maitland Services Limited,,,,,,,,,,
Intermediary,Appleby data is current through 2014,,,80098105,Paradise Papers - Appleby,Maples & Calder,,,,,,,,,,
Intermediary,Appleby data is current through 2014,CYM,Cayman Islands,80098107,Paradise Papers - Appleby,Maples Corporate Services Limited,,,,,,,,,,
Intermediary,Appleby data is current through 2014,SGP,Singapore,80100698,Paradise Papers - Appleby,M & C Services Private Limited,,,,,,,,,,
Intermediary,Appleby data is current through 2014,,,80102514,Paradise Papers - Appleby,Minerva Fiduciary Services (Mauritius) Limited,,,,,,,,,,
Intermediary,Appleby data is current through 2014,,,80102985,Paradise Papers - Appleby,MMG TRUST (BVI) CORP.,,,,,,,,,,
Intermediary,Appleby data is current through 2014,,,80103808,Paradise Papers - Appleby,Morgan & Morgan Trust Corporation Ltd.,,,,,,,,,,
Intermediary,Appleby data is current through 2014,,,80103862,Paradise Papers - Appleby,Morgan & Morgan Trust Corporation (Belize) Limited,,,,,,,,,,
Intermediary,Appleby data is current through 2014,KNA,Saint Kitts and Nevis,80103943,Paradise Papers - Appleby,MORNING STAR HOLDINGS LIMITED,,,,,,,,,,
Intermediary,Appleby data is current through 2014,PAN,Panama,80104214,Paradise Papers - Appleby,Mossack Fonseca & Co,,,,,,,,,,
Intermediary,Appleby data is current through 2014,,,80105971,Paradise Papers - Appleby,Negrette - Michael,,,,,,,,,,
Intermediary,Appleby data is current through 2014,VGB,British Virgin Islands,80106116,Paradise Papers - Appleby,Nerine Trust Company (BVI) Limited,,,,,,,,,,
Intermediary,Appleby data is current through 2014,GBR,United Kingdom,80106236,Paradise Papers - Appleby,Neville Registrars,,,,,,,,,,
Intermediary,Appleby data is current through 2014,,,80108139,Paradise Papers - Appleby,OCRA (Mauritius) Limited,,,,,,,,,,
Intermediary,Appleby data is current through 2014,GGY,Guernsey,80108311,Paradise Papers - Appleby,Ogier Fiduciary Services (Guernsey) Limited,,,,,,,,,,
Intermediary,Appleby data is current through 2014,,,80109672,Paradise Papers - Appleby,Ozannes Corporate Services Limited,,,,,,,,,,
